"report-file-0"
"Iteration" "drag_coef etc.."
("Iteration" "drag_coef" "lift_coef")
1 0.7477194916185039 0.2094282637013774
2 0.4122025159460995 0.7737972449048539
3 0.2561421332544754 1.1756607242051
4 0.1825264813211716 1.428951857910069
5 0.1386178884543816 1.541588320869536
6 0.1136957193667232 1.572927823435351
7 0.1095579664208635 1.573927351345703
8 0.1418568043967015 1.568323245550068
9 0.2019006055810706 1.46557942353154
10 0.221739934023155 1.171725312601935
11 0.1896469284179708 0.884597760998503
12 0.1450675705359797 0.7624091121498632
13 0.1410407267114284 0.8494750872022115
14 0.1572577693040162 0.9688115297353076
15 0.2136683176916177 1.065828309263369
16 0.2934858519651168 1.035063901623559
17 0.329192884830446 0.7725920516913416
18 0.2803167524820278 0.4847700671747506
19 0.2070431554602994 0.3690468441457492
20 0.1493076024840032 0.4104195789014129
21 0.1273974286650189 0.6166917686812986
22 0.1296101841705099 0.9088160921045126
23 0.1537740502141254 1.192053968989044
24 0.1975701391990574 1.384767604525303
25 0.2856453249158163 1.437099441887499
26 0.3692686423028047 1.251244399176481
27 0.3531767553670237 0.8864173606755857
28 0.2714189297850679 0.5959728638716898
29 0.1810921865796429 0.4922960575499712
30 0.142088395033988 0.6226896013714878
31 0.1150595687165569 0.812931245434157
32 0.1187411209801723 1.041937191529955
33 0.136502195611839 1.232391209783305
34 0.1819465980552553 1.314438688126508
35 0.2384445854695435 1.206206996393556
36 0.2471167758504675 0.9364927822327108
37 0.2104402926139926 0.7013101871912938
38 0.1563903335003706 0.5816241521830858
39 0.1399007844766103 0.6638475523733368
40 0.1337606346249149 0.7809739875937014
41 0.1591268360831326 0.9124335603567938
42 0.2088055528795263 0.9746460504199784
43 0.2512407004170861 0.8486001565251948
44 0.2236877316171824 0.5974213709026708
45 0.1714874265455918 0.4756171175452741
46 0.1303085356072956 0.5322751850772786
47 0.121841294167631 0.7190472413684807
48 0.1324511465520902 0.9508704039497626
49 0.168234301972706 1.140019593144251
50 0.2184564043405557 1.157778799491986
51 0.2264272452554589 0.9466263315496274
52 0.193590782986808 0.7594529776512398
53 0.1428366870846241 0.6841161623105171
54 0.1262241482634053 0.7730365065530499
55 0.1168822134341694 0.9161932653746198
56 0.1226556467972465 1.053095058287164
57 0.1289182272699814 1.103951479025386
58 0.1245325571477034 1.02238770554262
59 0.108582699782589 0.9322931328100184
60 0.09507954662937078 0.9331684252137787
61 0.0886777631771591 1.004435184517236
62 0.08560334506237995 1.114712872611052
63 0.08491489901097149 1.228736280882272
64 0.07949735178169845 1.302244737501792
65 0.07287219898881564 1.350141718546549
66 0.06803403455479637 1.400548277815583
67 0.06463585229299636 1.458048137161223
68 0.06298550224465355 1.520188683826999
69 0.06130558382961228 1.577486236852335
70 0.05931267327704046 1.623938861527342
71 0.05708916575849515 1.65991451010536
72 0.05494286921239582 1.686465164326689
73 0.05312851417306042 1.705140828646814
74 0.05151739159941093 1.717260221532746
75 0.0501050776103651 1.723325853214899
76 0.04900677034854786 1.723709737148748
77 0.04818973544947413 1.71909321618358
78 0.04765802466021712 1.708806039219568
79 0.04733543988824054 1.693144036708522
80 0.04724540876903779 1.673275310873741
81 0.04746627470378863 1.649437896213532
82 0.04775872784102377 1.623232431232272
83 0.04812000000381772 1.596745086980339
84 0.04872609266271206 1.570167820291932
85 0.04930594712761593 1.543400238099473
86 0.04981327658003431 1.516350530449273
87 0.05020554539488828 1.489284562989011
88 0.05050323668993149 1.462938412329502
89 0.05080387393190808 1.437743747498026
90 0.05112763517690293 1.414243098373516
91 0.05160676590205706 1.392946740670565
92 0.05226755057024575 1.374680413961451
93 0.05312772763747837 1.359330263243886
94 0.05410872872659252 1.346463322207136
95 0.05507082637090015 1.336044757534217
96 0.05610200131963387 1.32764627769132
97 0.0571207847190027 1.320839155419579
98 0.05805845248860409 1.315586098740633
99 0.0589287964645456 1.312037448296825
100 0.05973105838497877 1.310667321691879
101 0.06049144614397409 1.311624223001882
102 0.06118170540690355 1.314735561067951
103 0.06180304802632031 1.319810557397249
104 0.06235630119825924 1.326692466776619
105 0.06284710170905367 1.33536027611811
106 0.06325589136028509 1.345996461539445
107 0.06368489385269474 1.358213334766132
108 0.06406901099369838 1.371503274090873
109 0.06433839383022523 1.385727403265057
110 0.06452868900430749 1.400645404257805
111 0.06459874194478236 1.416253227227321
112 0.06455456382850992 1.432462081747767
113 0.06436616255790648 1.448958530206141
114 0.06405247630064936 1.46542892165572
115 0.06360782155164689 1.481576570081183
116 0.06304693964949715 1.497084608613356
117 0.06242292693174681 1.511653983783973
118 0.0617488384814061 1.525011348610731
119 0.06105128372289682 1.537019795961933
120 0.06036264066932082 1.547464094573473
121 0.05970661424681897 1.55617925358541
122 0.0591243839302615 1.562887325803645
123 0.05855492838760965 1.567666013688631
124 0.0580469008819214 1.570756472931686
125 0.05768003458253372 1.572273502371666
126 0.05734994916419495 1.57233920932075
127 0.05710856640415599 1.571017141925493
128 0.05695183691723107 1.5678689434355
129 0.05683938818388309 1.562859069746435
130 0.05682606972808069 1.555936516235991
131 0.05684026208975477 1.54751678111798
132 0.05692345925244874 1.538029515992607
133 0.05705206701454096 1.528336323918349
134 0.0572470168202012 1.518918174233293
135 0.05753000321247235 1.50963530062152
136 0.05778320769516875 1.500606702268811
137 0.05805277772394467 1.491738341621144
138 0.05829507129638926 1.483174039855133
139 0.05854086513494049 1.474972882154035
140 0.05877022762703971 1.467160444115167
141 0.05898207009669994 1.459690429924529
142 0.05917761934143851 1.45256580454515
143 0.05935118360984336 1.445871700666053
144 0.05951501698297668 1.439566606698305
145 0.05966651267271812 1.433728297703608
146 0.05979627055901891 1.428539512278711
147 0.05995307161603166 1.423910666788201
148 0.06011262489650569 1.419743421121466
149 0.06024807535367019 1.416128527547016
150 0.06038373274019498 1.413173279082432
151 0.06048135645310632 1.411094311783964
152 0.06064631084939047 1.410051970890161
153 0.06084161928416492 1.410085550106196
154 0.06103720715217237 1.411234243843085
155 0.06122204933701469 1.413632856562788
156 0.06142254854717641 1.417251841492571
157 0.06161002814788787 1.422002858720478
158 0.06180298946152621 1.427698470508813
159 0.06200353349115847 1.434057685496042
160 0.06215963663380692 1.440940180134528
161 0.0622899971381889 1.448113764477867
162 0.06236594193392456 1.455499245178148
163 0.06239692748591517 1.462971434563024
164 0.0623662866089215 1.470427684814069
165 0.06227732566050585 1.477778750198841
166 0.06213248831993136 1.484960163258695
167 0.06193197956191223 1.491913973757632
168 0.06169169660792351 1.498548603065748
169 0.06142093900683798 1.504822642220107
170 0.06112969439916743 1.510583002767796
171 0.06082643412065913 1.515767511159793
172 0.06054477086280239 1.520215061928846
173 0.06024337548645744 1.523909205551424
174 0.05995081904839994 1.526956425755063
175 0.05970975057783114 1.529330968109821
176 0.05951724435562657 1.530963789668056
177 0.05933218344372633 1.531853334954997
178 0.05916538917227589 1.53202771028995
179 0.05904056265658052 1.531430766411833
180 0.05895333328049463 1.529922933932601
181 0.0588991107888769 1.52750289392157
182 0.05887864816050626 1.524169343405973
183 0.05887672782970782 1.520122454596019
184 0.05889334111849 1.515694588592774
185 0.05895491064434569 1.511078198890067
186 0.05903007508157182 1.506465951139625
187 0.05913289522272158 1.501910476572115
188 0.05924638383977431 1.497489077285202
189 0.0593686347181061 1.493234747375041
190 0.05949694373596063 1.489143799803291
191 0.05962592236870433 1.485216841529487
192 0.05975837018368269 1.48145279230373
193 0.05988850221108023 1.477860776046783
194 0.06001850740746405 1.474445937607441
195 0.06014715554983678 1.471236109221343
196 0.06027231192879767 1.468255416154744
197 0.06039187029260939 1.465515840802887
198 0.06049483413975897 1.463105361274488
199 0.06061096994567149 1.461019851434407
200 0.06072749391147499 1.459212765392602
201 0.06082664725916748 1.457709987743933
202 0.06091928176690214 1.456553105092415
203 0.06099217844334378 1.455830709514662
204 0.06107918921666446 1.455574165567612
205 0.0611664689245423 1.455794364891124
206 0.06124448213858208 1.456493777261752
207 0.06130522522220529 1.457755940785116
208 0.06136683822422904 1.459560688025721
209 0.06141423699682565 1.461875629420417
210 0.06145715648684466 1.464601715042771
211 0.06149678807125121 1.46756665747635
212 0.06150797676429046 1.470699460253865
213 0.06150862983982169 1.47390323944977
214 0.06148652048626545 1.477159678830872
215 0.06145132081952696 1.480414151581022
216 0.06139773221739207 1.483640261755026
217 0.06132913032119251 1.486807730521178
218 0.0612472089789601 1.489884251333694
219 0.06115023311102374 1.492841628880666
220 0.06104505742715102 1.495650593893181
221 0.06092841267512493 1.498261625360791
222 0.0608072307340935 1.500641974484742
223 0.06068527006644343 1.502779693196295
224 0.06057407672325332 1.504594796341581
225 0.06045422482831068 1.506107085149917
226 0.06033831958682256 1.507362933602875
227 0.06023994007219049 1.508350979426599
228 0.06015941933836922 1.509032997917424
229 0.06008102663589539 1.509396893019728
230 0.06000822713823312 1.509456160648699
231 0.05995366155489421 1.509195127481961
232 0.05990781240208024 1.508623875684238
233 0.05988641554686624 1.507643203272001
234 0.05987108141306496 1.506214545512736
235 0.05985620032487197 1.504452993425322
236 0.05985694637198933 1.50248528458026
237 0.05987232525086691 1.500413338208441
238 0.05990039745992117 1.498291691377838
239 0.05993754748691534 1.496158458773554
240 0.05998212571144049 1.494042392197546
241 0.0600335180747624 1.491962291183454
242 0.06008926677518044 1.489931595466315
243 0.06014911113776578 1.487959607424998
244 0.06021187634759955 1.486052416584789
245 0.06027653337213722 1.484216137227149
246 0.06034224097897803 1.482464950019739
247 0.06040829876340992 1.480813422223153
248 0.06047428801331762 1.47927814430793
249 0.06053324115565697 1.4779146843999
250 0.06060047020594962 1.476710456465208
251 0.0606686510724424 1.475636123418568
252 0.06072742781808229 1.474701402116199
253 0.06078242945128841 1.473924516468231
254 0.06082346777418075 1.473367551661651
255 0.0608729711699417 1.473039288497778
256 0.06092202374205191 1.472937056310245
257 0.06096468091997888 1.473073581323078
258 0.06100363839688992 1.47343769321595
259 0.06102737201992832 1.474081482322888
260 0.06105355250587742 1.47499002068476
261 0.06107004867079115 1.476156658460156
262 0.06108460082572612 1.477512225378009
263 0.06109547569895689 1.478959060076815
264 0.06109230438788946 1.480458841939779
265 0.06108413367548523 1.481965544534606
266 0.06106522715188641 1.483476837051743
267 0.0610424271795549 1.484976544604392
268 0.06101206061692405 1.48645526147686
269 0.06097632988528195 1.487900274821526
270 0.06093587791671722 1.489306727602661
271 0.06089037678058369 1.49066660224365
272 0.06084163218481831 1.491964358039765
273 0.06078942563119302 1.493188410310209
274 0.06073650693044191 1.494324000391141
275 0.06068200518977519 1.495353831895942
276 0.06063237224303292 1.496238648681687
277 0.06057772125197832 1.496989662125474
278 0.06052344079589906 1.497620260257935
279 0.06047703745052217 1.498126162048471
280 0.06043943574603272 1.498491044659136
281 0.06040153827377858 1.498707363645849
282 0.06036529532899597 1.498781738319813
283 0.06033786760786608 1.498703826826956
284 0.06031409071750161 1.498476557379047
285 0.06030047727004608 1.498056078998839
286 0.06028718543350305 1.497449940476768
287 0.06028135252127091 1.496659858601738
288 0.06027785288904568 1.495732980957308
289 0.06027699053123053 1.494739591281274
290 0.06028660436606458 1.493709908762846
291 0.06029928865694065 1.492678538759273
292 0.0603184419913291 1.491646395933122
293 0.06033970653560705 1.490626193552875
294 0.06036465107129171 1.489625244375054
295 0.060392293680643 1.488646443598363
296 0.06042172336117892 1.487696149758724
297 0.06045309996432494 1.486778233976846
298 0.06048537086922607 1.485900928439376
299 0.0605186328859811 1.485070960481953
300 0.06055214719704308 1.484297491031497
301 0.0605859198874442 1.483590125804821
302 0.06061624174672273 1.482973489627085
303 0.06065025530106533 1.482441667116955
304 0.0606844515654165 1.481981125106896
305 0.06071396961702322 1.481598503780105
306 0.0607379909442145 1.481308595377824
307 0.06076324278070126 1.481116305532988
308 0.0607886931032788 1.481021577336188
309 0.06080992483808126 1.48103632632573
310 0.06082921891672332 1.481158050948057
311 0.0608418144375018 1.48141332039471
312 0.06085418485389059 1.481800665836051
313 0.06086194018788168 1.482321494362522
314 0.06086840839090876 1.482946626146621
315 0.06087306542068541 1.483629969394104
316 0.06087101298908508 1.484350317953855
317 0.06086639706016284 1.485084198430604
318 0.06085671091831733 1.485827236367044
319 0.06084483400524406 1.486570338584866
320 0.06082962146186351 1.487308631045098
321 0.06081187869015599 1.488034612996964
322 0.06079187976037195 1.488741730083555
323 0.060769585147071 1.489425421219445
324 0.06074597962544388 1.490079154413129
325 0.06072111632472104 1.490698365710024
326 0.06069546527548981 1.49127275991562
327 0.06066924692372969 1.4917952339767
328 0.0606454138631619 1.49224856609296
329 0.06061904658203333 1.492637404097933
330 0.06059254099446985 1.492968077271056
331 0.06056985928705065 1.493239496134643
332 0.06055162645011742 1.493442261841696
333 0.06053243150859942 1.493570768297407
334 0.06051340554565967 1.493627232351115
335 0.06049856476741521 1.493607481828098
336 0.06048554346551734 1.493514000716773
337 0.06047769686200496 1.493325803061247
338 0.06047014528819396 1.493045584907174
339 0.06046615350729474 1.492673152467308
340 0.06046307973677014 1.492229644726645
341 0.06046137428865631 1.491749042056256
342 0.0604646173996515 1.491247192454689
343 0.0604694744649935 1.490740787341066
344 0.06047771905354447 1.490231840762333
345 0.06048716558532442 1.489726481759534
346 0.06049859973753058 1.48922757724952
347 0.06051147490985337 1.48873859218056
348 0.06052552139802088 1.488262943756091
349 0.0605407729091753 1.487803029727008
350 0.06055666805776319 1.487362400292265
351 0.06057332528950034 1.486943990362989
352 0.06059021405943429 1.48655257085119
353 0.06060737714754324 1.486192279815261
354 0.06062271329174866 1.485875702355435
355 0.06064000296817421 1.485599691656401
356 0.06065742223635313 1.485357589983256
357 0.06067238120615254 1.485152271893635
358 0.06068634899755954 1.48498792033539
359 0.06069715615379976 1.484878447759641
360 0.06070976086756134 1.484824478869166
361 0.06072156122485748 1.484825070826838
362 0.06073120230765441 1.484880674193607
363 0.06073978032222893 1.484989035861074
364 0.06074422935037748 1.485163435042502
365 0.06074821076538817 1.485407655544213
366 0.06075242036596877 1.485704212961619
367 0.06075454572279709 1.486033748798894
368 0.0607542006593715 1.486381138614744
369 0.06075168009612372 1.48673727754675
370 0.06074741421259479 1.487097187988781
371 0.06074160053968833 1.487456790300992
372 0.0607343582800061 1.487812553533296
373 0.06072597475271389 1.488162526222515
374 0.06071635844777341 1.488503423254892
375 0.0607057632610989 1.4888328748699
376 0.06069446162174705 1.489149296603471
377 0.06068264744516989 1.489449733214548
378 0.06067038793755042 1.489730455883347
379 0.06065801152401127 1.489988465072095
380 0.06064673534969267 1.490212732710697
381 0.0606339896208351 1.490406435713952
382 0.06062128503466303 1.49057578451632
383 0.06061045664760158 1.490719301584223
384 0.06060039565996687 1.490834327272408
385 0.06059269636447621 1.490911197097983
386 0.06058384407617716 1.490949225211488
387 0.06057548741808941 1.490949500987248
388 0.06056874557714145 1.490911970053253
389 0.06056302057772932 1.490838998040507
390 0.06056013394662758 1.490720790218844
391 0.06055761004196734 1.490553796023657
392 0.06055495798474802 1.490350792386203
393 0.06055377901016765 1.490125567669899
394 0.0605542571361768 1.489888304415589
395 0.06055619679935131 1.489645333793169
396 0.06055932774802619 1.489400444060644
397 0.06056347973872815 1.48915639735176
398 0.06056853558022848 1.48891541308993
399 0.06057440435887537 1.488679354445397
400 0.06058099362887801 1.488449398332807
401 0.06058813507091758 1.488226400280979
402 0.06059571053277556 1.488011508459647
403 0.06060359877028838 1.487806463981941
404 0.06061172130549784 1.487613458860062
405 0.06061997735769015 1.487434797675698
406 0.06062747731802191 1.487277057525876
407 0.06063598600453838 1.487138458849256
408 0.0606445512424259 1.487015422930282
409 0.06065194156137555 1.486909277042391
410 0.06065883851265742 1.48682208068992
411 0.06066409319852395 1.48676113164675
412 0.06067033867627718 1.486727131266317
413 0.06067636011111341 1.486719151099753
414 0.06068125527574227 1.486737332483712
415 0.06068551845092686 1.486780096838271
416 0.06068791503333305 1.486854073852047
417 0.06069048413421595 1.486957790946296
418 0.06069189694183054 1.487090591777317
419 0.06069306803759778 1.487244646622763
420 0.06069377017862453 1.487408474842182
421 0.06069278516676476 1.48757727694491
422 0.06069123220680805 1.487745770403226
423 0.06068849303681676 1.487913738513088
424 0.06068530289200787 1.488079444436447
425 0.06068141383377952 1.488242326680878
426 0.06067705193882138 1.488401444757399
